arch,accuracy,macro_f1,weighted_f1,latency_ms_per_image,model_size_mb,n_params_M,score
efficientnet_b0,0.8776041666666666,0.8677663658200326,0.8794744108269859,11.189017295837402,15.584807395935059,4.015234,0.8948399695009562
resnet18,0.8854166666666666,0.8678490764655341,0.8861346768862514,14.824991226196289,42.71857738494873,11.17959,0.8499999922909527
mobilenet_v2,0.8723958333333334,0.8523145592030575,0.870821656563173,6.3280487060546875,8.73511791229248,2.231558,0.8363288117142059
mobilenet_v3_small,0.8177083333333334,0.7999943525221532,0.8178086816385375,2.832632064819336,5.9320878982543945,1.524006,0.47605598906460533
shufflenet_v2_x1_0,0.8125,0.7577676279249541,0.805176740595948,5.659189224243164,4.962191581726074,1.259754,0.1146455240230198
